Year,country_code,country_name,gdp,new_income_group,new_region,population,remittance_growth_rate,remittance_paid,remittance_per_capita,remittance_received,remittance_to_gdp_ratio,remittance_volatility,unemployment_rate,unemployment_rate_change,net_migration
2012,SYC,Seychelles,1.621193087,High income,Sub-Saharan Africa,88303,-30.05652912,56958458.07,200.0959204,17669070.06,10898806.69,8014136.852,0,0,369
2013,SYC,Seychelles,0.971709588,High income,Sub-Saharan Africa,89949,-27.13635632,61159390.38,143.1291982,12874328.25,13249152.23,8014136.852,0,0,323
2014,SYC,Seychelles,1.086495482,High income,Sub-Saharan Africa,91359,17.10090614,57661967.47,165.0188273,15075955.04,13875764.13,8014136.852,0,0,263
2015,SYC,Seychelles,1.324123948,High income,Sub-Saharan Africa,93419,22.20937832,74213584.28,197.2214531,18424230.93,13914279.67,8014136.852,0,0,245
2016,SYC,Seychelles,1.513894316,High income,Sub-Saharan Africa,94677,19.88030021,62945642.82,233.2881624,22087023.35,14589541.1,8014136.852,0,0,251
2017,SYC,Seychelles,1.415977656,High income,Sub-Saharan Africa,95843,-1.927717526,67963501.04,226.0076159,21661247.93,15297732.87,8014136.852,0,0,259
2018,SYC,Seychelles,1.430501648,High income,Sub-Saharan Africa,96762,4.858661483,74888233.42,234.7377549,22713694.64,15878132.45,8014136.852,0,0,276
2019,SYC,Seychelles,1.437502578,High income,Sub-Saharan Africa,97625,4.114366618,73362997.52,242.235281,23648219.31,16450905.67,8014136.852,0,0,305
2020,SYC,Seychelles,0.843224058,High income,Sub-Saharan Africa,98462,-57.79941637,44858216.6,101.3557166,9979686.567,11835153.98,8014136.852,0,0,146
2021,SYC,Seychelles,0.739281462,High income,Sub-Saharan Africa,99258,-4.683931082,48905267.24,95.83353408,9512244.926,12866878.74,8014136.852,0,0,146
2022,SYC,Seychelles,0.587652662,High income,Sub-Saharan Africa,100060,-1.870556997,0,93.28715734,9334312.963,15884064.8,8014136.852,0,0,0
1970,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,2778557,0,0,0,0,0,55571223.92,0,0,-4957
1971,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,2832392,0,0,0,0,0,55571223.92,0,0,-8162
1972,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,2886642,0,0,0,0,0,55571223.92,0,0,-8267
1973,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,2942333,0,0,0,0,0,55571223.92,0,0,-9322
1974,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,2998843,0,0,0,0,0,55571223.92,0,0,-11473
1975,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,3055916,0,0,0,0,0,55571223.92,0,0,-13058
1976,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,3112863,0,0,0,0,0,55571223.92,0,0,-15686
1977,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,3172195,0,0,0,0,0,55571223.92,0,0,-12399
1978,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,3235170,0,0,0,0,0,55571223.92,0,0,-13073
1979,SLE,Sierra Leone,0,Low income,Sub-Saharan Africa,3300032,0,0,0,0,0,55571223.92,0,0,-13095
1980,SLE,Sierra Leone,0.008654262,Low income,Sub-Saharan Africa,3367477,0,1524103.284,0.028287188,95256.4552,11006883.68,55571223.92,0,0,-11641
1981,SLE,Sierra Leone,0.007893095,Low income,Sub-Saharan Africa,3437108,-7.623331967,0,0.025601389,87994.7394,11148318.8,55571223.92,0,0,-12699
1982,SLE,Sierra Leone,0.006232471,Low income,Sub-Saharan Africa,3509197,-8.25243469,1453194.499,0.023006127,80733.031,12953615.19,55571223.92,0,0,-11379
1983,SLE,Sierra Leone,0.005330206,Low income,Sub-Saharan Africa,3585773,-34.30061111,742575.5262,0.014792099,53041.108,9951042.793,55571223.92,0,0,-8783
1984,SLE,Sierra Leone,0.00732735,Low income,Sub-Saharan Africa,3666262,50.22850616,557780.0274,0.021734089,79682.8642,10874717.9,55571223.92,0,0,-8708
1985,SLE,Sierra Leone,0.004581901,Low income,Sub-Saharan Africa,3749419,-50.72889737,431866.8544,0.010471123,39260.6258,8568632.496,55571223.92,0,0,-7873
1986,SLE,Sierra Leone,0.011795289,Low income,Sub-Saharan Africa,3842917,47.26673766,111855.8943,0.015045301,57817.8428,4901774.157,55571223.92,0,0,7992
1987,SLE,Sierra Leone,0.011569953,Low income,Sub-Saharan Africa,3947865,32.09600376,364250.3023,0.019345915,76375.0598,6601155.579,55571223.92,0,0,9558
1988,SLE,Sierra Leone,0.00757907,Low income,Sub-Saharan Africa,4056215,4.700861524,264500.767,0.019714277,79965.3456,10550812.38,55571223.92,0,0,9470
1989,SLE,Sierra Leone,0.005555157,Low income,Sub-Saharan Africa,4159163,-35.18641555,140438.2586,0.012461259,51828.4068,9329782.543,55571223.92,0,0,-5079
1990,SLE,Sierra Leone,0.004167259,Low income,Sub-Saharan Africa,4325388,-47.76535365,56125.6775,0.006258949,27072.385,6496448.865,55571223.92,0,0,131587
1991,SLE,Sierra Leone,0.003559067,Low income,Sub-Saharan Africa,4378169,2.555492987,18960.92976,0.006341514,27764.2179,7800982.083,55571223.92,3.45,0,-238965
1992,SLE,Sierra Leone,0.009657869,Low income,Sub-Saharan Africa,4301566,136.5393984,8809.834712,0.015267304,65673.314,6799979.789,55571223.92,3.539,0.089,-129565
1993,SLE,Sierra Leone,0.007518294,Low income,Sub-Saharan Africa,4295689,-11.98620721,8458.767108,0.013455717,57801.5745,7688123.729,55571223.92,3.453,-0.086,-95476
1994,SLE,Sierra Leone,0.006130184,Low income,Sub-Saharan Africa,4314953,-3.286145086,7499.066345,0.012955444,55902.1309,9119160.355,55571223.92,3.466,0.013,-77371
1995,SLE,Sierra Leone,2.718735817,Low income,Sub-Saharan Africa,4324149,42248.34941,6753.036384,5.47474884,23673629.72,8707587.391,55571223.92,3.49,0.024,-112857
1996,SLE,Sierra Leone,2.680843986,Low income,Sub-Saharan Africa,4347370,6.644558391,6407.941503,5.8073359,25246637.87,9417421.529,55571223.92,3.449,-0.041,-52110
1997,SLE,Sierra Leone,0.70389241,Low income,Sub-Saharan Africa,4405028,-76.29537748,1528.300301,1.35858846,5984620.205,8502180.333,55571223.92,3.48,0.031,-48437
1998,SLE,Sierra Leone,3.023696152,Low income,Sub-Saharan Africa,4449975,239.7142066,1406.993268,4.568700959,20330605.05,6723759.276,55571223.92,3.447,-0.033,-76766
1999,SLE,Sierra Leone,3.357843676,Low income,Sub-Saharan Africa,4475145,10.55693657,36747.6908,5.022606894,22476894.13,6693847.689,55571223.92,3.462,0.015,-84926
2000,SLE,Sierra Leone,1.122076748,Low income,Sub-Saharan Africa,4584067,-68.25631565,0,1.556476885,7134994.324,6358740.021,55571223.92,3.425,-0.037,83013
2001,SLE,Sierra Leone,0.578245273,Low income,Sub-Saharan Africa,4857096,-12.89022011,339399.6354,1.279628373,6215277.851,10748514.76,55571223.92,3.478,0.053,227791
2002,SLE,Sierra Leone,1.764667762,Low income,Sub-Saharan Africa,5140113,250.9972623,2616587.131,4.24415866,21815455.1,12362358.27,55571223.92,3.343,-0.135,86578
2003,SLE,Sierra Leone,1.890160556,Low income,Sub-Saharan Africa,5350907,18.67393218,3403188.211,4.838293469,25889258.39,13696856.76,55571223.92,3.411,0.068,69185
2004,SLE,Sierra Leone,1.728047778,Low income,Sub-Saharan Africa,5533329,-4.536336624,2604416.705,4.46653985,24714834.48,14302170.8,55571223.92,3.42,0.009,23897
2005,SLE,Sierra Leone,0.149663009,Low income,Sub-Saharan Africa,5683334,-90.14719272,2366622.693,0.428464175,2435105.011,16270587.02,55571223.92,3.553,0.133,-1805
2006,SLE,Sierra Leone,0.838956209,Low income,Sub-Saharan Africa,5809774,541.5468372,3883889.076,2.688975368,15622339.18,18621161.64,55571223.92,3.679,0.126,-34052
2007,SLE,Sierra Leone,1.973680224,Low income,Sub-Saharan Africa,5939163,168.6784347,3787475.674,7.067301635,41973856.38,21266796.85,55571223.92,3.787,0.108,-6042
2008,SLE,Sierra Leone,0.920862788,Low income,Sub-Saharan Africa,6090860,-46.20793492,3215136.566,3.706964885,22578604.14,24518966.81,55571223.92,3.924,0.137,1182
2009,SLE,Sierra Leone,1.483909965,Low income,Sub-Saharan Africa,6259842,58.98238801,3491081.884,5.734330681,35896004.04,24190149.6,55571223.92,4.06,0.136,18145
2010,SLE,Sierra Leone,1.715122149,Low income,Sub-Saharan Africa,6436698,23.18525544,10570719.2,6.869762147,44218584.27,25781594.8,55571223.92,4.175,0.115,7983
2011,SLE,Sierra Leone,2.005665623,Low income,Sub-Saharan Africa,6612385,33.00203392,20610760.59,8.894160949,58811616.45,29322742.42,55571223.92,4.295,0.12,6895
2012,SLE,Sierra Leone,1.703082346,Low income,Sub-Saharan Africa,6788587,9.730160648,20085152.97,9.506261201,64534081.21,37892519.62,55571223.92,4.375,0.08,988
2013,SLE,Sierra Leone,1.415769116,Low income,Sub-Saharan Africa,6964859,7.944047849,8997559.779,10.00173866,69660699.5,49203432.05,55571223.92,4.469,0.094,2773
2014,SLE,Sierra Leone,1.244822602,Low income,Sub-Saharan Africa,7140688,-10.37973345,6840003.968,8.742869674,62430104.57,50151808.35,55571223.92,4.68,0.211,485
2015,SLE,Sierra Leone,1.132722533,Low income,Sub-Saharan Africa,7314773,-22.85181175,6763601.76,6.584441458,48163694.6,42520293.54,55571223.92,4.437,-0.243,-356
2016,SLE,Sierra Leone,1.50749854,Low income,Sub-Saharan Africa,7493913,20.9011606,5474298.479,7.770368532,58230465.76,38627212.04,55571223.92,3.927,-0.51,4657
2017,SLE,Sierra Leone,1.708774273,Low income,Sub-Saharan Africa,7677565,9.147144318,4073973.564,8.278261467,63556890.5,37194433.17,55571223.92,3.561,-0.366,1234
2018,SLE,Sierra Leone,1.792062961,Low income,Sub-Saharan Africa,7861281,15.18471726,7005877.646,9.312454881,73207824.62,40851145.42,55571223.92,3.19,-0.371,-2741
2019,SLE,Sierra Leone,4.353972713,Low income,Sub-Saharan Africa,8046828,142.4510264,8294458.363,22.05752654,177493122.2,40765786.54,55571223.92,3.193,0.003,-2238
2020,SLE,Sierra Leone,4.357274218,Low income,Sub-Saharan Africa,8233970,-0.259813279,7710762.925,21.50019632,177031971.5,40629063.64,55571223.92,3.572,0.379,1292
2021,SLE,Sierra Leone,5.468045195,Low income,Sub-Saharan Africa,8420641,31.24751701,8647625.523,27.59291922,232350066.9,42492345.73,55571223.92,3.697,0.125,-1544
2022,SLE,Sierra Leone,4.507197086,Low income,Sub-Saharan Africa,8605718,-22.98206547,0,20.79445578,178951222.4,39703438.52,55571223.92,3.635,-0.062,0
1970,SGP,Singapore,0,High income,East Asia & Pacific,2074507,0,0,0,0,0,0,0,0,607
1971,SGP,Singapore,0,High income,East Asia & Pacific,2112900,0,0,0,0,0,0,0,0,-218
1972,SGP,Singapore,0,High income,East Asia & Pacific,2152400,0,0,0,0,0,0,0,0,904
1973,SGP,Singapore,0,High income,East Asia & Pacific,2193000,0,0,0,0,0,0,0,0,1267
1974,SGP,Singapore,0,High income,East Asia & Pacific,2229800,0,0,0,0,0,0,0,0,1127
1975,SGP,Singapore,0,High income,East Asia & Pacific,2262600,0,0,0,0,0,0,0,0,1104
1976,SGP,Singapore,0,High income,East Asia & Pacific,2293300,0,0,0,0,0,0,0,0,433
1977,SGP,Singapore,0,High income,East Asia & Pacific,2325300,0,0,0,0,0,0,0,0,3897
1978,SGP,Singapore,0,High income,East Asia & Pacific,2353600,0,0,0,0,0,0,0,0,5245
1979,SGP,Singapore,0,High income,East Asia & Pacific,2383500,0,0,0,0,0,0,0,0,9866
1980,SGP,Singapore,0,High income,East Asia & Pacific,2413945,0,0,0,0,0,0,0,0,17373
1981,SGP,Singapore,0,High income,East Asia & Pacific,2532835,0,0,0,0,0,0,0,0,25684
1982,SGP,Singapore,0,High income,East Asia & Pacific,2646466,0,0,0,0,0,0,0,0,26756
1983,SGP,Singapore,0,High income,East Asia & Pacific,2681061,0,0,0,0,0,0,0,0,31067
1984,SGP,Singapore,0,High income,East Asia & Pacific,2732221,0,0,0,0,0,0,0,0,31375
1985,SGP,Singapore,0,High income,East Asia & Pacific,2735957,0,0,0,0,0,0,0,0,31389
1986,SGP,Singapore,0,High income,East Asia & Pacific,2733373,0,0,0,0,0,0,0,0,37987
1987,SGP,Singapore,0,High income,East Asia & Pacific,2774789,0,0,0,0,0,0,0,0,34031
1988,SGP,Singapore,0,High income,East Asia & Pacific,2846108,0,0,0,0,0,0,0,0,26581
1989,SGP,Singapore,0,High income,East Asia & Pacific,2930901,0,0,0,0,0,0,0,0,29014
1990,SGP,Singapore,0,High income,East Asia & Pacific,3047132,0,0,0,0,0,0,0,0,44423
1991,SGP,Singapore,0,High income,East Asia & Pacific,3135083,0,0,0,0,0,0,2.18,0,71936
1992,SGP,Singapore,0,High income,East Asia & Pacific,3230698,0,0,0,0,0,0,3.09,0.91,71430
1993,SGP,Singapore,0,High income,East Asia & Pacific,3313471,0,0,0,0,0,0,3.07,-0.02,68911
1994,SGP,Singapore,0,High income,East Asia & Pacific,3419048,0,0,0,0,0,0,3.03,-0.04,69606
1995,SGP,Singapore,0,High income,East Asia & Pacific,3524506,0,0,0,0,0,0,3.3,0.27,67448
1996,SGP,Singapore,0,High income,East Asia & Pacific,3670704,0,0,0,0,0,0,3.57,0.27,77188
1997,SGP,Singapore,0,High income,East Asia & Pacific,3796038,0,0,0,0,0,0,2.5,-1.07,70128
1998,SGP,Singapore,0,High income,East Asia & Pacific,3927213,0,0,0,0,0,0,3.41,0.91,74882
1999,SGP,Singapore,0,High income,East Asia & Pacific,3958723,0,0,0,0,0,0,4.85,1.44,69080
2000,SGP,Singapore,0,High income,East Asia & Pacific,4027887,0,0,0,0,0,0,3.7,-1.15,39387
2001,SGP,Singapore,0,High income,East Asia & Pacific,4138012,0,0,0,0,0,0,3.76,0.06,32038
2002,SGP,Singapore,0,High income,East Asia & Pacific,4175950,0,0,0,0,0,0,5.65,1.89,22897
2003,SGP,Singapore,0,High income,East Asia & Pacific,4114826,0,0,0,0,0,0,5.93,0.28,19770
2004,SGP,Singapore,0,High income,East Asia & Pacific,4166664,0,0,0,0,0,0,5.84,-0.09,15629
2005,SGP,Singapore,0,High income,East Asia & Pacific,4265762,0,0,0,0,0,0,5.59,-0.25,80422
2006,SGP,Singapore,0,High income,East Asia & Pacific,4401365,0,0,0,0,0,0,4.48,-1.11,149376
2007,SGP,Singapore,0,High income,East Asia & Pacific,4588599,0,0,0,0,0,0,3.9,-0.58,147762
2008,SGP,Singapore,0,High income,East Asia & Pacific,4839396,0,0,0,0,0,0,3.96,0.06,145016
2009,SGP,Singapore,0,High income,East Asia & Pacific,4987573,0,0,0,0,0,0,5.86,1.9,142947
2010,SGP,Singapore,0,High income,East Asia & Pacific,5076732,0,0,0,0,0,0,4.12,-1.74,109045
2011,SGP,Singapore,0,High income,East Asia & Pacific,5183688,0,0,0,0,0,0,3.89,-0.23,72396
2012,SGP,Singapore,0,High income,East Asia & Pacific,5312437,0,0,0,0,0,0,3.72,-0.17,67992
2013,SGP,Singapore,0,High income,East Asia & Pacific,5399162,0,0,0,0,0,0,3.86,0.14,67504
2014,SGP,Singapore,0,High income,East Asia & Pacific,5469724,0,0,0,0,0,0,3.74,-0.12,60308
2015,SGP,Singapore,0,High income,East Asia & Pacific,5535002,0,0,0,0,0,0,3.79,0.05,40958
2016,SGP,Singapore,0,High income,East Asia & Pacific,5607283,0,0,0,0,0,0,4.08,0.29,36498
2017,SGP,Singapore,0,High income,East Asia & Pacific,5612253,0,0,0,0,0,0,4.2,0.12,35449
2018,SGP,Singapore,0,High income,East Asia & Pacific,5638676,0,0,0,0,0,0,3.641,-0.559,35726
2019,SGP,Singapore,0,High income,East Asia & Pacific,5703569,0,0,0,0,0,0,3.1,-0.541,40624
2020,SGP,Singapore,0,High income,East Asia & Pacific,5685807,0,0,0,0,0,0,4.1,1,21324
2021,SGP,Singapore,0,High income,East Asia & Pacific,5453566,0,0,0,0,0,0,3.54,-0.56,19321
2022,SGP,Singapore,0,High income,East Asia & Pacific,5637022,0,0,0,0,0,0,2.758,-0.782,0
1970,SVK,Slovak Republic,0,High income,Europe & Central Asia,4538223,0,0,0,0,0,987935283.2,0,0,-5293
1971,SVK,Slovak Republic,0,High income,Europe & Central Asia,4557449,0,0,0,0,0,987935283.2,0,0,-3628
1972,SVK,Slovak Republic,0,High income,Europe & Central Asia,4596622,0,0,0,0,0,987935283.2,0,0,-3782
1973,SVK,Slovak Republic,0,High income,Europe & Central Asia,4641445,0,0,0,0,0,987935283.2,0,0,-4057
1974,SVK,Slovak Republic,0,High income,Europe & Central Asia,4689623,0,0,0,0,0,987935283.2,0,0,-4496
1975,SVK,Slovak Republic,0,High income,Europe & Central Asia,4739105,0,0,0,0,0,987935283.2,0,0,-4945
1976,SVK,Slovak Republic,0,High income,Europe & Central Asia,4789507,0,0,0,0,0,987935283.2,0,0,-4919
1977,SVK,Slovak Republic,0,High income,Europe & Central Asia,4840501,0,0,0,0,0,987935283.2,0,0,-5041
1978,SVK,Slovak Republic,0,High income,Europe & Central Asia,4890125,0,0,0,0,0,987935283.2,0,0,-5165
1979,SVK,Slovak Republic,0,High income,Europe & Central Asia,4938973,0,0,0,0,0,987935283.2,0,0,-5142
1980,SVK,Slovak Republic,0,High income,Europe & Central Asia,4979815,0,0,0,0,0,987935283.2,0,0,-6420
1981,SVK,Slovak Republic,0,High income,Europe & Central Asia,5016105,0,0,0,0,0,987935283.2,0,0,-6829
1982,SVK,Slovak Republic,0,High income,Europe & Central Asia,5055099,0,0,0,0,0,987935283.2,0,0,-7022
1983,SVK,Slovak Republic,0,High income,Europe & Central Asia,5091971,0,0,0,0,0,987935283.2,0,0,-7322
1984,SVK,Slovak Republic,0,High income,Europe & Central Asia,5127097,0,0,0,0,0,987935283.2,0,0,-7276
1985,SVK,Slovak Republic,0,High income,Europe & Central Asia,5161768,0,0,0,0,0,987935283.2,0,0,-6829
1986,SVK,Slovak Republic,0,High income,Europe & Central Asia,5193838,0,0,0,0,0,987935283.2,0,0,-6853
1987,SVK,Slovak Republic,0,High income,Europe & Central Asia,5222840,0,0,0,0,0,987935283.2,0,0,-7012
1988,SVK,Slovak Republic,0,High income,Europe & Central Asia,5250596,0,0,0,0,0,987935283.2,0,0,-7201
1989,SVK,Slovak Republic,0,High income,Europe & Central Asia,5275942,0,0,0,0,0,987935283.2,0,0,-7923
1990,SVK,Slovak Republic,0,High income,Europe & Central Asia,5299187,0,0,0,0,0,987935283.2,0,0,-10132
1991,SVK,Slovak Republic,0,High income,Europe & Central Asia,5303294,0,0,0,0,0,987935283.2,11.576,0,-526
1992,SVK,Slovak Republic,0,High income,Europe & Central Asia,5305016,0,0,0,0,0,987935283.2,11.87,0.294,-983
1993,SVK,Slovak Republic,0.475314154,High income,Europe & Central Asia,5325305,0,1511386.643,14.74565606,78525115.97,165206769.7,987935283.2,12.2,0.33,-602
1994,SVK,Slovak Republic,0.240502883,High income,Europe & Central Asia,5346331,-38.24594529,6000051.523,9.070228364,48492443.08,201629362.9,987935283.2,13.65,1.45,-699
1995,SVK,Slovak Republic,0.099623709,High income,Europe & Central Asia,5361999,-46.91355893,2567884.807,4.800991612,25742912.22,258401463.7,987935283.2,13.11,-0.54,-591
1996,SVK,Slovak Republic,0.074439846,High income,Europe & Central Asia,5373361,-19.2501833,13104584.71,3.868594429,20787354.43,279250368.5,987935283.2,11.34,-1.77,-157
1997,SVK,Slovak Republic,0.105135587,High income,Europe & Central Asia,5383291,40.12795822,13726554.52,5.41098286,29128895.33,277060281.5,987935283.2,11.89,0.55,45
1998,SVK,Slovak Republic,0.07775443,High income,Europe & Central Asia,5390516,-20.30469059,7761445.547,4.306519684,23214363.26,298560008.2,987935283.2,12.19,0.3,-186
1999,SVK,Slovak Republic,0.063163796,High income,Europe & Central Asia,5396020,-17.11161635,7010208.728,3.565963521,19242010.48,304636701.7,987935283.2,15.94,3.75,-102
2000,SVK,Slovak Republic,0.06085579,High income,Europe & Central Asia,5388720,-7.515952304,6709550.418,3.302415073,17795790.15,292425587.6,987935283.2,19.06,3.12,-1135
2001,SVK,Slovak Republic,0.073096665,High income,Europe & Central Asia,5378867,26.42463521,10107141.65,4.182714088,22498262.78,307787814.7,987935283.2,19.38,0.32,-791
2002,SVK,Slovak Republic,0.069094287,High income,Europe & Central Asia,5376912,8.402855449,11334953.12,4.535830097,24388759.28,352977942.7,987935283.2,18.72,-0.66,-571
2003,SVK,Slovak Republic,0.906488333,High income,Europe & Central Asia,5373374,1643.934597,15577226.62,79.15399352,425324010.8,469199652.5,987935283.2,17.12,-1.6,-325
2004,SVK,Slovak Republic,1.223555409,High income,Europe & Central Asia,5372280,65.23378423,29130838.74,130.8157725,702778958.3,574374444.5,987935283.2,18.6,1.48,-225
2005,SVK,Slovak Republic,1.927923746,High income,Europe & Central Asia,5372807,72.302298,49933611.85,225.3764736,1210904295,628087235,987935283.2,16.26,-2.34,-219
2006,SVK,Slovak Republic,1.89838182,High income,Europe & Central Asia,5373054,10.94471318,58975399.66,250.0317877,1343434297,707673389.4,987935283.2,13.37,-2.89,-26
2007,SVK,Slovak Republic,1.919403501,High income,Europe & Central Asia,5374622,23.67647578,81855714.47,309.140288,1661512193,865639867.9,987935283.2,11.14,-2.23,363
2008,SVK,Slovak Republic,2.03248111,High income,Europe & Central Asia,5379233,23.40354652,152694632.2,381.1630714,2050364972,1008799030,987935283.2,9.51,-1.63,761
2009,SVK,Slovak Republic,1.870583925,High income,Europe & Central Asia,5386406,-18.43944772,138194945.4,310.4647134,1672288995,893993032.1,987935283.2,12.03,2.52,1148
